QTL_ID	Symbol	Chromosome	Center_cM	Range_cM	Cood_A_bp	Coord_B_bp	Trait_Name	Significance	FlankMrkA2	FlankMrkA1	FlankMrkB1	FlankMrkB2
165851	WITHIH	15			52466002	52466042	Withers height	Significant				
165929	WITHIH	15			59435307	59435347	Withers height	Significant				
165938	WITHIH	15			27542682	27542722	Withers height	Significant				
165962	WITHIH	15			81544864	81544904	Withers height	Significant				
165995	WITHIH	15			52466002	52466042	Withers height	Significant				
166019	WITHIH	15			37044501	37044541	Withers height	Significant				
166038	WITHIH	15	234.27	234.27-234.27	4970669	4970709	Withers height	Significant				
166078	WITHIH	15			88674580	88674620	Withers height	Significant				
166080	WITHIH	15			88678356	88678396	Withers height	Significant				
166100	WITHIH	15			35304832	35304872	Withers height	Significant				
166119	WITHIH	15			81555536	81555576	Withers height	Significant				
166123	WITHIH	15			74246742	74246782	Withers height	Significant				
166143	WITHIH	15			10927328	10927368	Withers height	Significant				
166202	WITHIH	15			88692997	88693037	Withers height	Significant				
166206	WITHIH	15			14517491	14517531	Withers height	Significant				
166239	WITHIH	15			14742808	14742848	Withers height	Significant				
165774	WITHIH	16			73393673	73393713	Withers height	Significant				
165780	WITHIH	16	141.79	141.79-141.79	21840772	21840812	Withers height	Significant				
165811	WITHIH	16	282.41	282.41-282.41	43500172	43500212	Withers height	Significant				
165818	WITHIH	16	233.26	233.26-233.26	35930408	35930448	Withers height	Significant				
165871	WITHIH	16			73393673	73393713	Withers height	Significant				
165874	WITHIH	16	204.38	204.38-204.38	31481068	31481108	Withers height	Significant				
165876	WITHIH	16			83278907	83278947	Withers height	Significant				
165887	WITHIH	16	289.88	289.88-289.88	44651036	44651076	Withers height	Significant				
165893	WITHIH	16	217.19	217.19-217.19	33454075	33454115	Withers height	Significant				
165900	WITHIH	16	219.99	219.99-219.99	33886429	33886469	Withers height	Significant				
165909	WITHIH	16	222.32	222.32-222.32	34244586	34244626	Withers height	Significant				
165913	WITHIH	16	379.04	379.04-379.04	58385185	58385225	Withers height	Significant				
165922	WITHIH	16	201.94	201.94-201.94	31105047	31105087	Withers height	Significant				
165930	WITHIH	16			87128908	87128948	Withers height	Significant				
165932	WITHIH	16	141.79	141.79-141.79	21840772	21840812	Withers height	Significant				
165942	WITHIH	16			69879996	69880036	Withers height	Significant				
165954	WITHIH	16	292.46	292.46-292.46	45048218	45048258	Withers height	Significant				
165955	WITHIH	16	292.48	292.48-292.48	45051923	45051963	Withers height	Significant				
165965	WITHIH	16	213.46	213.46-213.46	32879972	32880012	Withers height	Significant				
165981	WITHIH	16	379.76	379.76-379.76	58494980	58495020	Withers height	Significant				
165997	WITHIH	16	282.41	282.41-282.41	43500172	43500212	Withers height	Significant				
166001	WITHIH	16	221.74	221.74-221.74	34156000	34156040	Withers height	Significant				
166002	WITHIH	16	221.75	221.75-221.75	34156493	34156533	Withers height	Significant				
166009	WITHIH	16	379.03	379.03-379.03	58383150	58383190	Withers height	Significant				
166018	WITHIH	16	214.01	214.01-214.01	32964052	32964092	Withers height	Significant				
166021	WITHIH	16	289.35	289.35-289.35	44569113	44569153	Withers height	Significant				
166030	WITHIH	16	144.69	144.69-144.69	22286620	22286660	Withers height	Significant				
166036	WITHIH	16	392.72	392.72-392.72	60492509	60492549	Withers height	Significant				
166040	WITHIH	16	221.81	221.81-221.81	34165467	34165507	Withers height	Significant				
166048	WITHIH	16			73235164	73235204	Withers height	Significant				
166062	WITHIH	16	224.32	224.32-224.32	34552344	34552384	Withers height	Significant				
166067	WITHIH	16	29.14	29.14-29.14	4488645	4488685	Withers height	Significant				
166071	WITHIH	16	119.03	119.03-119.03	18334662	18334702	Withers height	Significant				
166073	WITHIH	16	252.86	252.86-252.86	38949259	38949299	Withers height	Significant				
166074	WITHIH	16	253.31	253.31-253.31	39018763	39018803	Withers height	Significant				
166075	WITHIH	16	255.21	255.21-255.21	39311035	39311075	Withers height	Significant				
166086	WITHIH	16	184.93	184.93-184.93	28484737	28484777	Withers height	Significant				
166104	WITHIH	16			84748527	84748567	Withers height	Significant				
166120	WITHIH	16	394.53	394.53-394.53	60770435	60770475	Withers height	Significant				
166126	WITHIH	16			62620255	62620295	Withers height	Significant				
166135	WITHIH	16	211.42	211.42-211.42	32565324	32565364	Withers height	Significant				
166150	WITHIH	16	297.65	297.65-297.65	45848187	45848227	Withers height	Significant				
166162	WITHIH	16	211.39	211.39-211.39	32561569	32561609	Withers height	Significant				
166173	WITHIH	16	202.01	202.01-202.01	31115460	31115500	Withers height	Significant				
166176	WITHIH	16	255.62	255.62-255.62	39373527	39373567	Withers height	Significant				
166205	WITHIH	16			71877119	71877159	Withers height	Significant				
166211	WITHIH	16	176.59	176.59-176.59	27201309	27201349	Withers height	Significant				
166216	WITHIH	16	250.37	250.37-250.37	38564607	38564647	Withers height	Significant				
166259	WITHIH	16			83493952	83493992	Withers height	Significant				
166268	WITHIH	16	224.25	224.25-224.25	34541528	34541568	Withers height	Significant				
165784	WITHIH	17			62419292	62419332	Withers height	Significant				
165803	WITHIH	17	205.32	205.32-205.32	31336600	31336640	Withers height	Significant				
165826	WITHIH	17	186.32	186.32-186.32	28436572	28436612	Withers height	Significant				
165828	WITHIH	17	311.60	311.60-311.60	47557642	47557682	Withers height	Significant				
165845	WITHIH	17	355.21	355.21-355.21	54213959	54213999	Withers height	Significant				
165869	WITHIH	17			63363881	63363921	Withers height	Significant				
165972	WITHIH	17			65649245	65649285	Withers height	Significant				
165978	WITHIH	17			62419292	62419332	Withers height	Significant				
166017	WITHIH	17	281.30	281.30-281.30	42932954	42932994	Withers height	Significant				
166031	WITHIH	17	12.67	12.67-12.67	1933800	1933840	Withers height	Significant				
166037	WITHIH	17			75752515	75752555	Withers height	Significant				
166095	WITHIH	17	353.88	353.88-353.88	54010130	54010170	Withers height	Significant				
166125	WITHIH	17	197.93	197.93-197.93	30209589	30209629	Withers height	Significant				
166139	WITHIH	17			66476912	66476952	Withers height	Significant				
166148	WITHIH	17	355.21	355.21-355.21	54213959	54213999	Withers height	Significant				
166179	WITHIH	17	355.21	355.21-355.21	54213656	54213696	Withers height	Significant				
166184	WITHIH	17			64373346	64373386	Withers height	Significant				
119858	BSIZE	18	15.86	15.86-15.86	8489047	8489087	Overall body size	Significant				
119860	BSIZE	18	15.86	15.86-15.86	8489211	8489251	Overall body size	Significant				
147711	BW	18	111.39	111.39-111.39	59614237	59614277	Body weight	Significant				
147712	BW	18	115.94	115.94-115.94	62049892	62049932	Body weight	Significant				
147713	BW	18	115.95	115.95-115.95	62054126	62054166	Body weight	Significant				
147714	BW	18	116.06	116.06-116.06	62115202	62115242	Body weight	Significant				
147715	BW	18	116.06	116.06-116.06	62117035	62117075	Body weight	Significant				
147716	BW	18	116.12	116.12-116.12	62148749	62148789	Body weight	Significant				
147717	BW	18	118.08	118.08-118.08	63193732	63193772	Body weight	Significant				
147718	BW	18	119.04	119.04-119.04	63708298	63708338	Body weight	Significant				
147719	BW	18	120.04	120.04-120.04	64245055	64245095	Body weight	Significant				
147720	BW	18	120.05	120.05-120.05	64252406	64252446	Body weight	Significant				
147721	BW	18	120.31	120.31-120.31	64391678	64391718	Body weight	Significant				
147722	BW	18	120.48	120.48-120.48	64481385	64481425	Body weight	Significant				
147724	BW	18	121.30	121.30-121.30	64919193	64919233	Body weight	Significant				
147725	BW	18	122.51	122.51-122.51	65565108	65565148	Body weight	Significant				
147726	BW	18	123.07	123.07-123.07	65868584	65868624	Body weight	Significant				
147727	BW	18	123.34	123.34-123.34	66010454	66010494	Body weight	Significant				
147728	BW	18	123.61	123.61-123.61	66155345	66155385	Body weight	Significant				
147729	BW	18	123.61	123.61-123.61	66158101	66158141	Body weight	Significant				
147730	BW	18	124.33	124.33-124.33	66539947	66539987	Body weight	Significant				
147731	BW	18	124.85	124.85-124.85	66819071	66819111	Body weight	Significant				
147732	BW	18	124.93	124.93-124.93	66862417	66862457	Body weight	Significant				
147733	BW	18	124.99	124.99-124.99	66892360	66892400	Body weight	Significant				
147734	BW	18	125.18	125.18-125.18	66996869	66996909	Body weight	Significant				
147735	BW	18	126.21	126.21-126.21	67545683	67545723	Body weight	Significant				
147736	BW	18	129.41	129.41-129.41	69258100	69258140	Body weight	Significant				
147737	BW	18	130.74	130.74-130.74	69969153	69969193	Body weight	Significant				
147738	BW	18	133.22	133.22-133.22	71299997	71300037	Body weight	Significant				
147739	BW	18	145.99	145.99-145.99	78131079	78131119	Body weight	Significant				
165801	WITHIH	18	40.36	40.36-40.36	21601320	21601360	Withers height	Significant				
165810	WITHIH	18	103.66	103.66-103.66	55476941	55476981	Withers height	Significant				
165830	WITHIH	18	88.51	88.51-88.51	47369097	47369137	Withers height	Significant				
165875	WITHIH	18	105.09	105.09-105.09	56241637	56241677	Withers height	Significant				
166185	WITHIH	18	101.51	101.51-101.51	54328530	54328570	Withers height	Significant				
166190	WITHIH	18	2.04	2.04-2.04	1089921	1089961	Withers height	Significant				
166198	WITHIH	18	2.12	2.12-2.12	1136572	1136612	Withers height	Significant				
166200	WITHIH	18	4.09	4.09-4.09	2187660	2187700	Withers height	Significant				
166249	WITHIH	18	103.66	103.66-103.66	55476941	55476981	Withers height	Significant				
166258	WITHIH	18	14.06	14.06-14.06	7525000	7525040	Withers height	Significant				
166260	WITHIH	18	40.36	40.36-40.36	21601320	21601360	Withers height	Significant				
165822	WITHIH	19	28.45	28.45-28.45	16186098	16186138	Withers height	Significant				
166102	WITHIH	19	74.45	74.45-74.45	42366031	42366071	Withers height	Significant				
166138	WITHIH	19	90.48	90.48-90.48	51487262	51487302	Withers height	Significant				
166213	WITHIH	19	16.83	16.83-16.83	9575483	9575523	Withers height	Significant				
166252	WITHIH	19	37.78	37.78-37.78	21497846	21497886	Withers height	Significant				
119856	BSIZE	20	21.73	21.73-21.73	10132589	10132629	Overall body size	Significant				
165836	WITHIH	20	117.00	117.00-117.00	54561120	54561160	Withers height	Significant				
165895	WITHIH	20	131.08	131.08-131.08	61125348	61125388	Withers height	Significant				
165925	WITHIH	20	54.37	54.37-54.37	25351877	25351917	Withers height	Significant				
166011	WITHIH	20	76.92	76.92-76.92	35870106	35870146	Withers height	Significant				
166033	WITHIH	20	130.01	130.01-130.01	60628823	60628863	Withers height	Significant				
166076	WITHIH	20	130.01	130.01-130.01	60628990	60629030	Withers height	Significant				
166087	WITHIH	20	36.13	36.13-36.13	16847992	16848032	Withers height	Significant				
166092	WITHIH	20	6.77	6.77-6.77	3155396	3155436	Withers height	Significant				
166096	WITHIH	20	28.84	28.84-28.84	13450769	13450809	Withers height	Significant				
166116	WITHIH	20	76.92	76.92-76.92	35870172	35870212	Withers height	Significant				
166166	WITHIH	20	42.44	42.44-42.44	19792149	19792189	Withers height	Significant				
166174	WITHIH	20	31.78	31.78-31.78	14819722	14819762	Withers height	Significant				
166182	WITHIH	20	119.57	119.57-119.57	55757769	55757809	Withers height	Significant				
166227	WITHIH	20	43.36	43.36-43.36	20221296	20221336	Withers height	Significant				
166244	WITHIH	20	9.09	9.09-9.09	4237175	4237215	Withers height	Significant				
119857	BSIZE	21	458.04	458.04-458.04	24523418	24523458	Overall body size	Significant				
165944	WITHIH	21	37.76	37.76-37.76	2021781	2021821	Withers height	Significant				
165994	WITHIH	21			40820798	40820838	Withers height	Significant				
166108	WITHIH	21			38275035	38275075	Withers height	Significant				
166131	WITHIH	21			31935012	31935052	Withers height	Significant				
166132	WITHIH	21			31946523	31946563	Withers height	Significant				
166207	WITHIH	21			40386923	40386963	Withers height	Significant				
166210	WITHIH	21			31996127	31996167	Withers height	Significant				
165990	WITHIH	22	80.64	80.64-80.64	38866446	38866486	Withers height	Significant				
166109	WITHIH	22	82.61	82.61-82.61	39815930	39815970	Withers height	Significant				
166117	WITHIH	22	35.00	35.00-35.00	16868432	16868472	Withers height	Significant				
165782	WITHIH	23	70.37	70.37-70.37	50929603	50929643	Withers height	Significant				
165859	WITHIH	23	58.14	58.14-58.14	42078320	42078360	Withers height	Significant				
165892	WITHIH	23	29.17	29.17-29.17	21108099	21108139	Withers height	Significant				
165943	WITHIH	23	16.27	16.27-16.27	11778175	11778215	Withers height	Significant				
165977	WITHIH	23	70.37	70.37-70.37	50929603	50929643	Withers height	Significant				
166008	WITHIH	23	25.41	25.41-25.41	18388981	18389021	Withers height	Significant				
166045	WITHIH	23	73.86	73.86-73.86	53457266	53457306	Withers height	Significant				
166124	WITHIH	23	23.21	23.21-23.21	16796539	16796579	Withers height	Significant				
166156	WITHIH	23	23.21	23.21-23.21	16799272	16799312	Withers height	Significant				
166189	WITHIH	23	18.29	18.29-18.29	13238812	13238852	Withers height	Significant				
166220	WITHIH	23	32.16	32.16-32.16	23272249	23272289	Withers height	Significant				
166257	WITHIH	23	29.44	29.44-29.44	21304118	21304158	Withers height	Significant				
165772	WITHIH	24	5.86	5.86-5.86	3131654	3131694	Withers height	Significant				
165800	WITHIH	24	23.90	23.90-23.90	12770181	12770221	Withers height	Significant				
165980	WITHIH	24	5.86	5.86-5.86	3131654	3131694	Withers height	Significant				
166103	WITHIH	24	63.34	63.34-63.34	33842926	33842966	Withers height	Significant				
166180	WITHIH	24	55.02	55.02-55.02	29394464	29394504	Withers height	Significant				
166181	WITHIH	24	55.02	55.02-55.02	29394583	29394623	Withers height	Significant				
166194	WITHIH	24	5.32	5.32-5.32	2840873	2840913	Withers height	Significant				
166209	WITHIH	24	70.19	70.19-70.19	37501239	37501279	Withers height	Significant				
166269	WITHIH	24	23.90	23.90-23.90	12770181	12770221	Withers height	Significant				
165858	WITHIH	25	49.07	49.07-49.07	37024389	37024429	Withers height	Significant				
165961	WITHIH	25	4.32	4.32-4.32	3258753	3258793	Withers height	Significant				
166041	WITHIH	25	45.35	45.35-45.35	34218737	34218777	Withers height	Significant				
166063	WITHIH	25	25.14	25.14-25.14	18971615	18971655	Withers height	Significant				
166091	WITHIH	25	19.59	19.59-19.59	14782983	14783023	Withers height	Significant				
166101	WITHIH	25	28.65	28.65-28.65	21620638	21620678	Withers height	Significant				
166140	WITHIH	25	18.08	18.08-18.08	13642625	13642665	Withers height	Significant				
166142	WITHIH	25	9.74	9.74-9.74	7352435	7352475	Withers height	Significant				
166168	WITHIH	25	27.51	27.51-27.51	20754866	20754906	Withers height	Significant				
166177	WITHIH	25	5.96	5.96-5.96	4494395	4494435	Withers height	Significant				
166215	WITHIH	25	21.19	21.19-21.19	15986506	15986546	Withers height	Significant				
166238	WITHIH	25	32.15	32.15-32.15	24255024	24255064	Withers height	Significant				
166246	WITHIH	25	51.09	51.09-51.09	38546365	38546405	Withers height	Significant				
165794	WITHIH	26	21.72	21.72-21.72	14008350	14008390	Withers height	Significant				
165795	WITHIH	26	21.72	21.72-21.72	14009056	14009096	Withers height	Significant				
165796	WITHIH	26	27.22	27.22-27.22	17559901	17559941	Withers height	Significant				
165860	WITHIH	26	57.75	57.75-57.75	37254056	37254096	Withers height	Significant				
165872	WITHIH	26	21.72	21.72-21.72	14008350	14008390	Withers height	Significant				
165873	WITHIH	26	21.72	21.72-21.72	14009056	14009096	Withers height	Significant				
165885	WITHIH	26	21.20	21.20-21.20	13674307	13674347	Withers height	Significant				
165916	WITHIH	26	8.41	8.41-8.41	5421970	5422010	Withers height	Significant				
165923	WITHIH	26	62.81	62.81-62.81	40516374	40516414	Withers height	Significant				
165951	WITHIH	26	26.47	26.47-26.47	17074272	17074312	Withers height	Significant				
165956	WITHIH	26	55.35	55.35-55.35	35703935	35703975	Withers height	Significant				
165991	WITHIH	26	25.02	25.02-25.02	16137699	16137739	Withers height	Significant				
166178	WITHIH	26	51.40	51.40-51.40	33160133	33160173	Withers height	Significant				
165840	WITHIH	27	53.52	53.51-53.52	22994218	22994258	Withers height	Significant				
165936	WITHIH	27	24.85	24.85-24.85	10676831	10676871	Withers height	Significant				
166027	WITHIH	27	50.69	50.69-50.69	21778940	21778980	Withers height	Significant				
166028	WITHIH	27	50.69	50.69-50.69	21779336	21779376	Withers height	Significant				
166058	WITHIH	27	34.54	34.54-34.54	14839884	14839924	Withers height	Significant				
166079	WITHIH	27	34.54	34.54-34.54	14840107	14840147	Withers height	Significant				
165766	WITHIH	28	8.03	8.03-8.03	4256953	4256993	Withers height	Significant				
165817	WITHIH	28	18.17	18.17-18.17	9635058	9635098	Withers height	Significant				
165819	WITHIH	28	23.67	23.67-23.67	12550188	12550228	Withers height	Significant				
165829	WITHIH	28	25.37	25.37-25.37	13449438	13449478	Withers height	Significant				
165831	WITHIH	28	9.29	9.29-9.29	4923569	4923609	Withers height	Significant				
165839	WITHIH	28	18.17	18.17-18.17	9635176	9635216	Withers height	Significant				
165863	WITHIH	28	23.30	23.30-23.30	12354532	12354572	Withers height	Significant				
165886	WITHIH	28	8.03	8.03-8.03	4256953	4256993	Withers height	Significant				
165935	WITHIH	28	18.17	18.17-18.17	9635058	9635098	Withers height	Significant				
165947	WITHIH	28	18.17	18.17-18.17	9635176	9635216	Withers height	Significant				
165988	WITHIH	28	41.18	41.18-41.18	21830569	21830609	Withers height	Significant				
166053	WITHIH	28	23.67	23.67-23.67	12550188	12550228	Withers height	Significant				
166155	WITHIH	28	36.28	36.28-36.28	19232306	19232346	Withers height	Significant				
166208	WITHIH	28	36.15	36.15-36.15	19163056	19163096	Withers height	Significant				
166228	WITHIH	28	40.16	40.16-40.16	21292385	21292425	Withers height	Significant				
166263	WITHIH	28	76.86	76.86-76.86	40749326	40749366	Withers height	Significant				
166083	WITHIH	29	59.14	59.14-59.14	17362001	17362041	Withers height	Significant				
166055	WITHIH	30	8.37	8.37-8.37	1587976	1588016	Withers height	Significant				
165910	WITHIH	31	77.02	77.02-77.02	15580998	15581038	Withers height	Significant				
166069	WITHIH	31	49.79	49.79-49.79	10071639	10071679	Withers height	Significant				
166241	WITHIH	31	115.46	115.46-115.46	23356822	23356862	Withers height	Significant				
