Run,Alias,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,sex,SRA_accession,SRA Study,title,AvgSpotLen,Bases,Bytes,AssemblyName,Horse ID,Site name and coordinates,Region of Origin,Age
ERR1021703,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100637,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,4022474876.0,2662333344.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021704,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100638,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,3437123620.0,2214177547.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021705,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100639,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,4114899852.0,2756642034.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021706,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100640,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,3497457124.0,2263305694.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021707,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100641,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,3610734344.0,2340052455.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021708,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100642,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,3527216980.0,2276227022.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021709,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100643,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,3088784580.0,1947816559.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021710,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100644,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,2788199372.0,1730552350.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021711,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100645,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,3342598112.0,2134101162.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021712,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100646,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak3_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,3078442248.0,1865911665.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021713,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100647,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196.0,2434476996.0,1408970253.0,,Yak3,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021714,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100648,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,1819888028.0,1130116165.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021715,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100649,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2162841772.0,1267563994.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021716,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100650,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,3020759840.0,1951240693.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021717,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100651,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,3434060336.0,2377128262.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021718,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100652,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,3399199384.0,2310389448.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021719,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100653,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2841459824.0,1875868642.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021720,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100654,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,3177020448.0,2106335381.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021721,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100655,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2783688432.0,1798210895.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021722,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100656,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,3207791468.0,2151843002.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021723,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100657,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2814826560.0,1826798029.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021724,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100658,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2968210868.0,1928456943.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021725,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100659,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2832140808.0,1832250093.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021726,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100660,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2601409216.0,1645811891.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021727,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100661,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2371517092.0,1477088995.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021728,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100662,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2792019412.0,1787401307.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021729,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100663,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak4_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,3135913368.0,1903801771.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021730,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100664,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196.0,2596700120.0,1504207680.0,,Yak4,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021731,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100665,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,1234012080.0,768082185.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021732,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100666,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,1477853132.0,867459171.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021733,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100667,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,3883358780.0,2510486930.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021734,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100668,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,4427306408.0,3067510665.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021735,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100669,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,4385776360.0,2983020998.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021736,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100670,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,3659051480.0,2417616527.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021737,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100671,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,4091870636.0,2714787663.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021738,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100672,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,3578872780.0,2314948271.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021739,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100673,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,4129895028.0,2772614642.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021740,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100674,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,3618144124.0,2350644129.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021741,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100675,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,3821837320.0,2485012016.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021742,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100676,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,3642542204.0,2359502760.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021743,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100677,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,3357223436.0,2126293214.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
