Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,Sample name,Registration number,Period,Age (years ago) ,Site,latitude,longitude,Country,Species,Sex
ERR3223791,WGS,PRJEB31613,SAMEA5408225,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251254,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408225,ERP114186,GolModII_Mon24_1993,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213535,ERS3213535,GolModII_Mon24_1993,,,,,,,,,GolModII_Mon24_1993,CGG_1_018060,Iron Age,1993,Gol Mod II,48.018,101.353,Mongolia,horse,female
ERR3223792,WGS,PRJEB31613,SAMEA5408226,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251255,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408226,ERP114186,GolModII_Mon25_2011,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213536,ERS3213536,GolModII_Mon25_2011,,,,,,,,,GolModII_Mon25_2011,CGG_1_018061,Iron Age,2011,Gol Mod II,48.018,101.353,Mongolia,horse,female
ERR3223793,WGS,PRJEB31613,SAMEA5408227,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251256,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408227,ERP114186,GolModII_Mon26_1999,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213537,ERS3213537,GolModII_Mon26_1999,,,,,,,,,GolModII_Mon26_1999,CGG_1_018062,Iron Age,1988-2011,Gol Mod II,48.018,101.353,Mongolia,horse,female
ERR3223794,WGS,PRJEB31613,SAMEA5408228,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251257,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408228,ERP114186,GolModII_Mon27_2011,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213538,ERS3213538,GolModII_Mon27_2011,54.0,2507216.0,1246621.0,2.0,1.0,,,,GolModII_Mon27_2011,CGG_1_018063,Iron Age,2011,Gol Mod II,48.018,101.353,Mongolia,horse,female
ERR3223795,WGS,PRJEB31613,SAMEA5408229,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251258,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408229,ERP114186,Goyet_Vert293_UpperPalaeolithic,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213539,ERS3213539,Goyet_Vert293_UpperPalaeolithic,,,,,,,,,Goyet_Vert293_UpperPalaeolithic,CGG_1_018522,Upper Palaeolithic,-,Goyet,50.446999999999996,5.0089999999999995,Belgium,horse,female
ERR3223796,WGS,PRJEB31613,SAMEA5408230,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251259,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408230,ERP114186,Goyet_Vert300_31750,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213540,ERS3213540,Goyet_Vert300_31750,,,,,,,,,Goyet_Vert300_31750,CGG_1_018529,Upper Palaeolithic,31750,Goyet,50.446999999999996,5.0089999999999995,Belgium,horse,female
ERR3223797,WGS,PRJEB31613,SAMEA5408231,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251260,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408231,ERP114186,Goyet_Vert304_UpperPalaeolithic,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213541,ERS3213541,Goyet_Vert304_UpperPalaeolithic,,,,,,,,,Goyet_Vert304_UpperPalaeolithic,CGG_1_018533,Upper Palaeolithic,-,Goyet,50.446999999999996,5.0089999999999995,Belgium,horse,female
ERR3223798,WGS,PRJEB31613,SAMEA5408232,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251261,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408232,ERP114186,Goyet_Vert311_35870,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213542,ERS3213542,Goyet_Vert311_35870,,,,,,,,,Goyet_Vert311_35870,CGG_1_018540,Upper Palaeolithic,35870,Goyet,50.446999999999996,5.0089999999999995,Belgium,horse,female
ERR3223799,WGS,PRJEB31613,SAMEA5408233,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251262,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408233,ERP114186,Granastadir_VHR031_1067,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213543,ERS3213543,Granastadir_VHR031_1067,,,,,,,,,Granastadir_VHR031_1067,CGG_1_020955,Middle Ages,917-1217,Granastaðir,65.268,-18.24,Iceland,horse,female
ERR3223800,WGS,PRJEB31613,SAMEA5408234,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251263,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408234,ERP114186,Halvai_KSH4_4017,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213544,ERS3213544,Halvai_KSH4_4017,,,,,,,,,Halvai_KSH4_4017,CGG_1_017098,Bronze Age,3817-4217,Halvai 5,52.843,62.903,Kazakhstan,horse,female
ERR3223801,WGS,PRJEB31613,SAMEA5408235,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251264,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408235,ERP114186,Halvai_KSH5_2542,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213545,ERS3213545,Halvai_KSH5_2542,,,,,,,,,Halvai_KSH5_2542,CGG_1_017099,Iron Age,2217-2867,Halvai 3,52.843,62.903,Kazakhstan,horse,male
ERR3223802,WGS,PRJEB31613,SAMEA5408236,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251265,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408236,ERP114186,Khatuu_Kha2_t1_2312,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213546,ERS3213546,Khatuu_Kha2_t1_2312,,,,,,,,,Khatuu_Kha2_t1_2312,CGG_1_018909,Iron Age,2312,Khatuu 2,48.583,88.39399999999999,Mongolia,horse,male
ERR3223803,WGS,PRJEB31613,SAMEA5408237,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251266,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408237,ERP114186,Khotont_UCIE2012x85_1291,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213547,ERS3213547,Khotont_UCIE2012x85_1291,,,,,,,,,Khotont_UCIE2012x85_1291,CGG_1_018038,Middle Ages,1177-1406,Khotont,47.306000000000004,102.646,Mongolia,horse,male
ERR3223804,WGS,PRJEB31613,SAMEA5408238,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251267,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408238,ERP114186,Kokorevo_Rus3_14450,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213548,ERS3213548,Kokorevo_Rus3_14450,,,,,,,,,Kokorevo_Rus3_14450,CGG_1_019154,Upper Palaeolithic,14450,Kokorevo,53.933,90.93299999999999,Russia,horse,male
ERR3223805,WGS,PRJEB31613,SAMEA5408239,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251268,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408239,ERP114186,KrasnayaGorka_Rus48_1446,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213549,ERS3213549,KrasnayaGorka_Rus48_1446,58.0,240404.0,192294.0,0.0,0.0,,,,KrasnayaGorka_Rus48_1446,CGG_1_019195,Middle Ages,1446,Krasnaya Gorka,51.538999999999994,94.009,Russia,horse,male
ERR3223806,WGS,PRJEB31613,SAMEA5408240,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251269,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408240,ERP114186,Krasnokamenka_NB10_4500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213550,ERS3213550,Krasnokamenka_NB10_4500,,,,,,,,,Krasnokamenka_NB10_4500,CGG_1_017002,Copper Age,4000-5000,Krasnokamenka,54.35,60.15,Russia,horse,male
ERR3223807,WGS,PRJEB31613,SAMEA5408241,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251270,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408241,ERP114186,Krasnokamenka_NB9_4500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213551,ERS3213551,Krasnokamenka_NB9_4500,,,,,,,,,Krasnokamenka_NB9_4500,CGG_1_017001,Copper Age,4000-5000,Krasnokamenka,54.35,60.15,Russia,horse,female
ERR3223808,WGS,PRJEB31613,SAMEA5408242,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251271,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408242,ERP114186,KulianCave_MV178_1694,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213552,ERS3213552,KulianCave_MV178_1694,,,,,,,,,KulianCave_MV178_1694,CGG_1_020446,Sasanian period,1694,Kulian Cave,34.73,46.672,Iran,horse,female
ERR3223809,WGS,PRJEB31613,SAMEA5408243,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251272,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408243,ERP114186,LebyazhinkaIV_NB35_Neolithic,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213553,ERS3213553,LebyazhinkaIV_NB35_Neolithic,,,,,,,,,LebyazhinkaIV_NB35_Neolithic,CGG_1_017027,Neolithic,-,Lebyazhinka IV,53.43,50.4,Russia,horse,male
ERR3223810,WGS,PRJEB31613,SAMEA5408244,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251273,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408244,ERP114186,LongueilAnnel_GVA129_267,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213554,ERS3213554,LongueilAnnel_GVA129_267,,,,,,,,,LongueilAnnel_GVA129_267,CGG_1_019387,Early Modern period,217-317,Longueil-Annel,49.468999999999994,2.861,France,horse,male
ERR3223811,WGS,PRJEB31613,SAMEA5408245,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251274,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408245,ERP114186,Macon_GVA201_1767,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213555,ERS3213555,Macon_GVA201_1767,,,,,,,,,Macon_GVA201_1767,CGG_1_019775,Roman period,1717-1817,"Macon, rue Rambuteau",46.308,4.823,France,horse,male
ERR3223812,WGS,PRJEB31613,SAMEA5408246,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251275,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408246,ERP114186,Mainz_Mzr1_1373,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213556,ERS3213556,Mainz_Mzr1_1373,,,,,,,,,Mainz_Mzr1_1373,CGG_1_018150,Middle Ages,1373,Mainz,49.99,8.26,Germany,horse,male
ERR3223813,WGS,PRJEB31613,SAMEA5408247,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251276,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408247,ERP114186,Marvele_01_1138,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213557,ERS3213557,Marvele_01_1138,,,,,,,,,Marvele_01_1138,CGG_1_019388,Middle Ages,1087-1189,Marvelė cemetery,54.897,23.872,Lithuania,horse,male
ERR3223814,WGS,PRJEB31613,SAMEA5408248,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251277,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408248,ERP114186,Marvele_02_1138,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213558,ERS3213558,Marvele_02_1138,,,,,,,,,Marvele_02_1138,CGG_1_019389,Middle Ages,1087-1189,Marvelė cemetery,54.897,23.872,Lithuania,horse,male
ERR3223815,WGS,PRJEB31613,SAMEA5408249,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251278,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408249,ERP114186,Marvele_05_1138,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213559,ERS3213559,Marvele_05_1138,,,,,,,,,Marvele_05_1138,CGG_1_019392,Middle Ages,1087-1189,Marvelė cemetery,54.897,23.872,Lithuania,horse,male
ERR3223816,WGS,PRJEB31613,SAMEA5408250,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251279,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408250,ERP114186,Marvele_16_1138,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213560,ERS3213560,Marvele_16_1138,,,,,,,,,Marvele_16_1138,CGG_1_019403,Middle Ages,1087-1189,Marvelė cemetery,54.897,23.872,Lithuania,horse,male
ERR3223817,WGS,PRJEB31613,SAMEA5408251,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251280,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408251,ERP114186,Marvele_18_1189,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213561,ERS3213561,Marvele_18_1189,64.0,1385993.0,727837.0,1.0,0.0,,,,Marvele_18_1189,CGG_1_019405,Middle Ages,1189,Marvelė cemetery,54.897,23.872,Lithuania,horse,male
ERR3223818,WGS,PRJEB31613,SAMEA5408252,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251281,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408252,ERP114186,Marvele_21_1087,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213562,ERS3213562,Marvele_21_1087,,,,,,,,,Marvele_21_1087,CGG_1_019408,Middle Ages,1087,Marvelė cemetery,54.897,23.872,Lithuania,horse,male
ERR3223819,WGS,PRJEB31613,SAMEA5408253,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251282,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408253,ERP114186,Marvele_22_1138,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213563,ERS3213563,Marvele_22_1138,58.0,201543.0,183872.0,0.0,0.0,,,,Marvele_22_1138,CGG_1_019409,Middle Ages,1087-1189,Marvelė cemetery,54.897,23.872,Lithuania,horse,male
ERR3223820,WGS,PRJEB31613,SAMEA5408254,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251283,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408254,ERP114186,Marvele_27_1138,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213564,ERS3213564,Marvele_27_1138,55.0,33722.0,100609.0,0.0,0.0,,,,Marvele_27_1138,CGG_1_019414,Middle Ages,1087-1189,Marvelė cemetery,54.897,23.872,Lithuania,horse,male
ERR3223821,WGS,PRJEB31613,SAMEA5408255,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251284,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408255,ERP114186,Marvele_32_1144,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213565,ERS3213565,Marvele_32_1144,67.0,1594675.0,833616.0,1.0,0.0,,,,Marvele_32_1144,CGG_1_019419,Middle Ages,1144,Marvelė cemetery,54.897,23.872,Lithuania,horse,male
ERR3223822,WGS,PRJEB31613,SAMEA5408256,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251285,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408256,ERP114186,MerzlyYar_Rus45_23789,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213566,ERS3213566,MerzlyYar_Rus45_23789,72.0,5948829.0,2682232.0,5.0,2.0,,,,MerzlyYar_Rus45_23789,CGG_1_019192,Upper Palaeolithic,23789,Merzly Yar,53.363,95.363,Russia,horse,male
ERR3223823,WGS,PRJEB31613,SAMEA5408257,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251286,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408257,ERP114186,Metz_GVA321_492,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213567,ERS3213567,Metz_GVA321_492,,,,,,,,,Metz_GVA321_492,CGG_1_019871,Early Modern period,467-517,"Metz, Place de la République",49.115,6.172999999999999,France,horse,male
ERR3223824,WGS,PRJEB31613,SAMEA5408258,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251287,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408258,ERP114186,Miciurin_Mic2_3267,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213568,ERS3213568,Miciurin_Mic2_3267,60.0,139330.0,152437.0,0.0,0.0,,,,Miciurin_Mic2_3267,CGG_1_018388,Bronze Age,3017-3517,Miciurin,47.986999999999995,27.79,Moldova,horse,male
ERR3223825,WGS,PRJEB31613,SAMEA5408259,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251288,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408259,ERP114186,Museum_Earb5_105,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213569,ERS3213569,Museum_Earb5_105,54.0,139326.0,149295.0,0.0,0.0,,,,Museum_Earb5_105,CGG_1_018497,20th century,105,museum specimen,,,,horse,male
ERR3223826,WGS,PRJEB31613,SAMEA5408260,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251289,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408260,ERP114186,Museum_Earb6_89,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213570,ERS3213570,Museum_Earb6_89,55.0,578336.0,362949.0,0.0,0.0,,,,Museum_Earb6_89,CGG_1_018495,20th century,89,museum specimen,,,,horse,male
ERR3223827,WGS,PRJEB31613,SAMEA5408261,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251290,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408261,ERP114186,Noyon_GVA123_717,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213571,ERS3213571,Noyon_GVA123_717,56.0,986660.0,591640.0,0.0,0.0,,,,Noyon_GVA123_717,CGG_1_019381,Middle Ages,617-817,Noyon - Orroire,49.571000000000005,3.0180000000000002,France,horse,female
ERR3223828,WGS,PRJEB31613,SAMEA5408262,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251291,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408262,ERP114186,Nustar_4_1187,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213572,ERS3213572,Nustar_4_1187,56.0,73945.0,124516.0,0.0,0.0,,,,Nustar_4_1187,CGG_1_020438,Middle Ages,1187,Nuštar,45.333,18.840999999999998,Croatia,horse,male
