Run,Assay Type,AssemblyName,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,AvgSpotLen,Bases,Bytes,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,Description,INSDC_center_alias,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE
ERR2731057,WGS,PJAA01,PRJEB14779,SAMEA4822840,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"sra,bam","gs,s3,ncbi,ena","ena,s3.us-east-1,gs.US,ncbi.public",2018-08-09,2018-11-16,ERX2744286,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822840,ERP016448,IS079,299,67258358567,7781618683,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642728,ERS2642728,Icelandic,Icelandic - male,,,
ERR2731058,WGS,assembly,PRJEB14779,SAMEA4822841,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","gs,s3,ena,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",2018-08-09,2018-11-16,ERX2744287,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822841,ERP016448,EMO004,,,,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642729,ERS2642729,Holsteiner,Holsteiner - female,,,
ERR2731059,WGS,assembly,PRJEB14779,SAMEA4822842,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","s3,ena,ncbi,gs","s3.us-east-1,ncbi.public,ena,gs.US",2018-08-09,2018-11-16,ERX2744288,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822842,ERP016448,EMO080,,,,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642730,ERS2642730,Holsteiner,Holsteiner - male,,,
ERR2731060,WGS,assembly,PRJEB14779,SAMEA4822843,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"sra,bam","ncbi,ena,gs,s3","s3.us-east-1,ncbi.public,ena,gs.US",2018-08-09,2018-11-16,ERX2744289,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822843,ERP016448,EMO081,,,,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642731,ERS2642731,Holsteiner,Holsteiner,,,
ERR2731061,WGS,PJAA01,PRJEB14779,SAMEA4822844,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"sra,bam","gs,s3,ena,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",2018-08-09,2018-11-16,ERX2744290,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822844,ERP016448,EMO082,299,25718710292,3090503934,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642732,ERS2642732,Holsteiner,Holsteiner - female,,,
ERR2179540,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357335,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235959,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357335,ERP016448,FM1048,202,26923384766,13418408024,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982313,ERS1982313,Franches-Montagnes,Franches-Montagnes - female,UNIBE-IG,,
ERR2179541,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357336,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235960,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357336,ERP016448,FM1625,202,41440829442,21355747376,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982314,ERS1982314,Franches-Montagnes,Franches-Montagnes - male,UNIBE-IG,,
ERR2179542,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357337,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235961,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357337,ERP016448,DR033,299,81007870940,24942056435,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982315,ERS1982315,German Riding Pony,German Riding Pony - female,UNIBE-IG,,
ERR2179543,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357338,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235962,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357338,ERP016448,WP006,298,51543399977,12039552470,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982316,ERS1982316,Welsh Pony,Welsh Pony - female,UNIBE-IG,,
ERR2179544,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357339,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235963,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357339,ERP016448,AV158,284,60643790157,15146783524,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2018-09-06T10:21:54Z,public,ERS1982317,ERS1982317,Arabian,Polish warmblood - male,UNIBE-IG,,
ERR2179545,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357340,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235964,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357340,ERP016448,DR011,261,39832472710,10039376236,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982318,ERS1982318,German Riding Pony,German Riding Pony - male,UNIBE-IG,,
ERR2179546,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357341,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235965,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357341,ERP016448,EQ053,269,44777974582,10326035852,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982319,ERS1982319,Morgan Horse,Morgan Horse - male,UNIBE-IG,,
ERR2179547,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357342,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235966,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357342,ERP016448,HS004_WGA,300,50589206451,12473058258,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982320,ERS1982320,Holsteiner,Holsteiner - male,UNIBE-IG,,
ERR2179548,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357343,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235967,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357343,ERP016448,OL008,298,46924230217,11137598328,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982321,ERS1982321,Oldenburger,Oldenburger - male,UNIBE-IG,,
ERR2179549,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357344,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235968,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357344,ERP016448,HN001,299,124653252862,29303969733,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982322,ERS1982322,Hannoveraner,Hannoveraner - male,UNIBE-IG,,
ERR2179550,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357345,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235969,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357345,ERP016448,WP007,294,46606617697,11593363523,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982323,ERS1982323,Welsh Pony,Welsh Pony - female,UNIBE-IG,,
ERR2179551,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357346,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235970,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357346,ERP016448,SAM1574_WGA,300,130941529899,30126513891,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982324,ERS1982324,Arabian,Arabian - female,UNIBE-IG,,
ERR2179552,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357347,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235971,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357347,ERP016448,NO180,299,26013791580,6313568451,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982325,ERS1982325,Noriker,Noriker - male,UNIBE-IG,,
ERR2179553,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357348,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235972,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357348,ERP016448,HF002,299,65221363844,17536422116,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982326,ERS1982326,Haflinger,Haflinger - female,UNIBE-IG,,
ERR2179554,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357349,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235973,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357349,ERP016448,HF003,299,77873554851,21086407771,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982327,ERS1982327,Haflinger,Haflinger - female,UNIBE-IG,,
ERR2179555,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357350,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235974,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357350,ERP016448,HF004,299,61747274105,16587916117,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982328,ERS1982328,Haflinger,Haflinger - male,UNIBE-IG,,
ERR2179556,WGS,GCA_000002305.1,PRJEB14779,SAMEA104357351,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-10-24,2018-11-16,ERX2235975,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-10-26T00:00:00Z,SAMEA104357351,ERP016448,SW033,299,69427888877,19853712925,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-10-24T17:02:56Z,2017-10-23T20:24:38Z,public,ERS1982329,ERS1982329,Swiss Warmblood,Swiss Warmblood - male,UNIBE-IG,,
ERR2203766,WGS,GCA_000002305.1,PRJEB14779,SAMEA104399644,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-11-23,2018-11-16,ERX2258140,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-11-28T00:00:00Z,SAMEA104399644,ERP016448,TRH056,299,71794107234,20017413744,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2017-11-23T17:02:55Z,2017-11-23T06:43:10Z,public,ERS2017586,ERS2017586,Trakehner,Trakehner - female,UNIBE-IG,,
ERR3628171,WGS,PJAA01,PRJEB14779,SAMEA6135894,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-10-30,2019-10-29,ERX3621969,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-11-01T00:00:00Z,ECA0469,ERP016448,,299,85298877735,11198496162,,,,,,,,,,,2019-10-30,2019-10-29
ERR3628172,WGS,assembly,PRJEB14779,SAMEA6135895,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-10-30,2019-10-29,ERX3621970,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-11-01T00:00:00Z,ECA0470,ERP016448,,,,,,,,,,,,,,,2019-10-30,2019-10-29
ERR3628173,WGS,PJAA01,PRJEB14779,SAMEA6135896,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-10-30,2019-10-29,ERX3621971,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-11-01T00:00:00Z,ECA0471,ERP016448,,300,73640371214,9098265494,,,,,,,,,,,2019-10-30,2019-10-29
ERR3628174,WGS,PJAA01,PRJEB14779,SAMEA6135897,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-10-30,2019-10-29,ERX3621972,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-11-01T00:00:00Z,FM3167,ERP016448,,299,44818015838,5665719102,,,,,,,,,,,2019-10-30,2019-10-29
ERR3317814,WGS,PJAA01,PRJEB14779,SAMEA5600769,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-05-09,2019-05-09,ERX3343242,Illumina NovaSeq 6000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-05-11T00:00:00Z,SAMEA5600769,ERP016448,DR035,299,71259689539,7693909436,ERC000011,"Institute of Genetics, University of Bern, Switzerland",2019-05-09T17:03:58Z,2019-05-09T16:04:46Z,public,ERS3404972,ERS3404972,Deutsches Reitpony,Deutsches Reitpony - male,UNIBE-IG,,
ERR2731055,WGS,PJAA01,PRJEB14779,SAMEA4822838,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2018-08-09,2018-11-16,ERX2744284,Illumina HiSeq 3000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2018-08-10T00:00:00Z,SAMEA4822838,ERP016448,APH053,299,21973297660,2716077227,ERC000011,UNIBE-IG,2018-08-09T17:03:22Z,2018-08-09T07:09:14Z,public,ERS2642726,ERS2642726,American Paint Horse,American Paint Horse - female,,,
