Run,Alias,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,title,AvgSpotLen,Bases,Bytes,INSDC_center_alias,Description
ERR1885500,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945998,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,10061533544,4860215611,CENTRE FOR GEOGENETICS,
ERR1885501,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1945999,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,10204678622,4766170123,CENTRE FOR GEOGENETICS,
ERR1885502,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946000,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,1247735113,432162005,CENTRE FOR GEOGENETICS,
ERR1885503,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946001,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,4941060693,2268368356,CENTRE FOR GEOGENETICS,
ERR1885504,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946002,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.1_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,9831140727,4411952718,CENTRE FOR GEOGENETICS,
ERR1885505,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946003,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,3875738448,1775347027,CENTRE FOR GEOGENETICS,
ERR1885506,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946004,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,7525541007,3642800780,CENTRE FOR GEOGENETICS,
ERR1885507,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946005,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,7658772127,3585885553,CENTRE FOR GEOGENETICS,
ERR1885508,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946006,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,2064741384,717995977,CENTRE FOR GEOGENETICS,
ERR1885509,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946007,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,4361660255,2016165619,CENTRE FOR GEOGENETICS,
ERR1885510,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946008,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_E16.2_user_TGACGT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,8846487788,3988858714,CENTRE FOR GEOGENETICS,
ERR1885511,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946009,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_SCY2.1_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,2161168306,756132559,CENTRE FOR GEOGENETICS,
ERR1885512,BER04_D,WGS,PRJEB19970,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946010,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,Illumina HiSeq 2500,BER04_D_SCY2.2_user_CGTATA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERS1599681,ERS1599681,ERP022066,BEREL,101,1641319690,558018493,CENTRE FOR GEOGENETICS,
ERR1885513,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_E16.1_user_CGTATA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1465142057,505312072,CENTRE FOR GEOGENETICS,
ERR1885514,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946012,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_E16.2_user_CTATCA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1590450535,555188124,CENTRE FOR GEOGENETICS,
ERR1885515,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946013,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,3243502789,1398184777,CENTRE FOR GEOGENETICS,
ERR1885516,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946014,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,13446178682,6281053388,CENTRE FOR GEOGENETICS,
ERR1885517,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946015,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1956760769,880224202,CENTRE FOR GEOGENETICS,
ERR1885518,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946016,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,3895828964,1690492855,CENTRE FOR GEOGENETICS,
ERR1885519,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946017,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,4664029813,2138671707,CENTRE FOR GEOGENETICS,
ERR1885520,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946018,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,15528155312,7261000677,CENTRE FOR GEOGENETICS,
ERR1885521,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946019,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1531929014,531148187,CENTRE FOR GEOGENETICS,
ERR1885522,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946020,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,1400724863,606792799,CENTRE FOR GEOGENETICS,
ERR1885523,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946021,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,5833237426,2747212236,CENTRE FOR GEOGENETICS,
ERR1885524,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946022,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,11494941502,5133842709,CENTRE FOR GEOGENETICS,
ERR1885525,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946023,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,23134453293,9954421329,CENTRE FOR GEOGENETICS,
ERR1885526,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946024,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,5846251276,2687889705,CENTRE FOR GEOGENETICS,
ERR1885527,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946025,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,19608123335,9186190257,CENTRE FOR GEOGENETICS,
ERR1885528,BER05_E,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946026,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERS1599682,ERS1599682,ERP022066,BEREL,101,2347242020,795754043,CENTRE FOR GEOGENETICS,
ERR1885529,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946027,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_E10.Dab2nd_NOuser_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,94,896848078,566268172,CENTRE FOR GEOGENETICS,
ERR1885530,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946028,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_E10.Dab2nd_NOuser_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,126,11822290956,5188679118,CENTRE FOR GEOGENETICS,
ERR1885531,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946029,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_E16.1_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,1320235741,459245606,CENTRE FOR GEOGENETICS,
ERR1885532,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946030,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_E16.2_user_CGTATA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,1623163930,562559271,CENTRE FOR GEOGENETICS,
ERR1885533,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946031,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,3191755843,1368156917,CENTRE FOR GEOGENETICS,
ERR1885534,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946032,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,13298694745,6175797754,CENTRE FOR GEOGENETICS,
ERR1885535,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946033,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,1661099126,571192739,CENTRE FOR GEOGENETICS,
ERR1885536,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946034,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,3998994000,1756688869,CENTRE FOR GEOGENETICS,
ERR1885537,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946035,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,8231285678,3842090714,CENTRE FOR GEOGENETICS,
ERR1885538,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946036,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,8352561024,3760522377,CENTRE FOR GEOGENETICS,
ERR1885539,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946037,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,8440531115,3829182757,CENTRE FOR GEOGENETICS,
ERR1885540,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946038,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,15422175103,7311932206,CENTRE FOR GEOGENETICS,
ERR1885541,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946039,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,1204372480,536709161,CENTRE FOR GEOGENETICS,
