Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE
ERR3223828,WGS,PRJEB31613,SAMEA5408262,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251291,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408262,ERP114186,Nustar_4_1187,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213572,ERS3213572,Nustar_4_1187,56,73945,124516,0,0,,,
ERR3223829,WGS,PRJEB31613,SAMEA5408263,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251292,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408263,ERP114186,Nustar_5_1187,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213573,ERS3213573,Nustar_5_1187,62,1992905,1069892,1,1,,,
ERR3223830,WGS,PRJEB31613,SAMEA5408264,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251293,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408264,ERP114186,Oktyabrsky_Rus37_830,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213574,ERS3213574,Oktyabrsky_Rus37_830,61,3327398,1716201,3,1,,,
ERR3223831,WGS,PRJEB31613,SAMEA5408265,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251294,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408265,ERP114186,Oktyabrsky_Rus38_659,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213575,ERS3213575,Oktyabrsky_Rus38_659,,,,,,,,
ERR3223833,WGS,PRJEB31613,SAMEA5408267,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251296,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408267,ERP114186,OlonKurinGol_OKG2_2367,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213577,ERS3213577,OlonKurinGol_OKG2_2367,,,,,,,,
ERR3223834,WGS,PRJEB31613,SAMEA5408268,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251297,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408268,ERP114186,Otepaa_Ote2_1184,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213578,ERS3213578,Otepaa_Ote2_1184,,,,,,,,
ERR3223835,WGS,PRJEB31613,SAMEA5408269,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251298,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408269,ERP114186,Otok_OTOK16_1308,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213579,ERS3213579,Otok_OTOK16_1308,51,101782,139773,0,0,,,
ERR3223836,WGS,PRJEB31613,SAMEA5408270,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251299,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408270,ERP114186,PotapovkaI_1_3900,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213580,ERS3213580,PotapovkaI_1_3900,,,,,,,,
ERR3223837,WGS,PRJEB31613,SAMEA5408271,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251300,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408271,ERP114186,Quoygrew_VHR017_1117,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213581,ERS3213581,Quoygrew_VHR017_1117,,,,,,,,
ERR3223838,WGS,PRJEB31613,SAMEA5408272,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-15,ERX3251301,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408272,ERP114186,Ridala_Rid2_2717,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213582,ERS3213582,Ridala_Rid2_2717,,,,,,,,
ERR3223839,WGS,PRJEB31613,SAMEA5408273,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251302,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408273,ERP114186,Saadjarve_Saa1_1117,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213583,ERS3213583,Saadjarve_Saa1_1117,,,,,,,,
ERR3223840,WGS,PRJEB31613,SAMEA5408274,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251303,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408274,ERP114186,Sagzabad_SAGS27_3117,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213584,ERS3213584,Sagzabad_SAGS27_3117,47,801798,513869,0,0,,,
ERR3223841,WGS,PRJEB31613,SAMEA5408275,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251304,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus hemionus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408275,ERP114186,Sagzabad_SAGxPit22_3117,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:16:46Z,public,ERS3213585,ERS3213585,Sagzabad_SAGxPit22_3117,,,,,,,,
ERR3223842,WGS,PRJEB31613,SAMEA5408276,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251305,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408276,ERP114186,SaintClaude_GVA381_242,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:59Z,public,ERS3213586,ERS3213586,SaintClaude_GVA381_242,,,,,,,,
ERR3223843,WGS,PRJEB31613,SAMEA5408277,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251306,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408277,ERP114186,SaintJust_GVA212_2162,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:16:21Z,public,ERS3213587,ERS3213587,SaintJust_GVA212_2162,,,,,,,,
ERR3223844,WGS,PRJEB31613,SAMEA5408278,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251307,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408278,ERP114186,SaintJust_GVA219_2162,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:16:34Z,public,ERS3213588,ERS3213588,SaintJust_GVA219_2162,,,,,,,,
ERR3223845,WGS,PRJEB31613,SAMEA5408279,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251308,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408279,ERP114186,SaintJust_GVA242_2250,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213589,ERS3213589,SaintJust_GVA242_2250,,,,,,,,
ERR3223846,WGS,PRJEB31613,SAMEA5408280,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251309,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408280,ERP114186,SaintQuentin_GVA237_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213590,ERS3213590,SaintQuentin_GVA237_1917,,,,,,,,
ERR3223847,WGS,PRJEB31613,SAMEA5408281,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251310,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408281,ERP114186,SaintQuentin_GVA238_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:43Z,public,ERS3213591,ERS3213591,SaintQuentin_GVA238_1917,,,,,,,,
ERR3223848,WGS,PRJEB31613,SAMEA5408282,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251311,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408282,ERP114186,Santarem_254_1017,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213592,ERS3213592,Santarem_254_1017,,,,,,,,
ERR3223849,WGS,PRJEB31613,SAMEA5408283,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251312,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408283,ERP114186,Sayangorsk_Rus41_2677,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213593,ERS3213593,Sayangorsk_Rus41_2677,,,,,,,,
ERR3223850,WGS,PRJEB31613,SAMEA5408284,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251313,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408284,ERP114186,Schlossvippach_Svi6_3917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:39:14Z,public,ERS3213594,ERS3213594,Schlossvippach_Svi6_3917,,,,,,,,
ERR3223851,WGS,PRJEB31613,SAMEA5408285,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251314,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408285,ERP114186,Sebastovce_131_1317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213595,ERS3213595,Sebastovce_131_1317,,,,,,,,
ERR3223852,WGS,PRJEB31613,SAMEA5408286,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251315,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408286,ERP114186,SharIQumis_AM115_1557,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213596,ERS3213596,SharIQumis_AM115_1557,,,,,,,,
ERR3223853,WGS,PRJEB31613,SAMEA5408287,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251316,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408287,ERP114186,Sintashta_NB44_3577,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213597,ERS3213597,Sintashta_NB44_3577,,,,,,,,
ERR3223854,WGS,PRJEB31613,SAMEA5408288,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251317,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408288,ERP114186,Sintashta_NB45_3577,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213598,ERS3213598,Sintashta_NB45_3577,63,1136421,628043,1,0,,,
ERR3223855,WGS,PRJEB31613,SAMEA5408289,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251318,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408289,ERP114186,SolothurnVigier_NB175_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213599,ERS3213599,SolothurnVigier_NB175_1817,,,,,,,,
ERR3223856,WGS,PRJEB31613,SAMEA5408290,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251319,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408290,ERP114186,SolothurnVigier_NB63_1867,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213600,ERS3213600,SolothurnVigier_NB63_1867,,,,,,,,
ERR3223857,WGS,PRJEB31613,SAMEA5408291,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251320,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408291,ERP114186,SolothurnVigier_NB699_1867,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:17Z,public,ERS3213601,ERS3213601,SolothurnVigier_NB699_1867,,,,,,,,
ERR3223858,WGS,PRJEB31613,SAMEA5408292,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251321,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408292,ERP114186,Syrgal_Syr1t1c4_2317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213602,ERS3213602,Syrgal_Syr1t1c4_2317,,,,,,,,
ERR3223859,WGS,PRJEB31613,SAMEA5408293,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251322,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408293,ERP114186,TavanTolgoi_GEP13_730,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213603,ERS3213603,TavanTolgoi_GEP13_730,,,,,,,,
ERR3223860,WGS,PRJEB31613,SAMEA5408294,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251323,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408294,ERP114186,TavanTolgoi_GEP14_730,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213604,ERS3213604,TavanTolgoi_GEP14_730,,,,,,,,
ERR3223861,WGS,PRJEB31613,SAMEA5408295,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251324,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408295,ERP114186,TavanTolgoi_GEP21_730,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213605,ERS3213605,TavanTolgoi_GEP21_730,,,,,,,,
ERR3223862,WGS,PRJEB31613,SAMEA5408296,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251325,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408296,ERP114186,TepeHasanlu_1140_2682,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213606,ERS3213606,TepeHasanlu_1140_2682,,,,,,,,
ERR3223863,WGS,PRJEB31613,SAMEA5408297,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251326,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408297,ERP114186,TepeHasanlu_2327_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213607,ERS3213607,TepeHasanlu_2327_2352,,,,,,,,
ERR3223864,WGS,PRJEB31613,SAMEA5408298,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251327,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408298,ERP114186,TepeHasanlu_2529_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213608,ERS3213608,TepeHasanlu_2529_2352,,,,,,,,
ERR3223865,WGS,PRJEB31613,SAMEA5408299,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251328,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408299,ERP114186,TepeHasanlu_2689_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213609,ERS3213609,TepeHasanlu_2689_2352,,,,,,,,
ERR3223866,WGS,PRJEB31613,SAMEA5408300,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251329,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408300,ERP114186,TepeHasanlu_3394_2808,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213610,ERS3213610,TepeHasanlu_3394_2808,49,142065,159840,0,0,,,
ERR3223867,WGS,PRJEB31613,SAMEA5408301,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251330,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408301,ERP114186,TepeHasanlu_3398_2352,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213611,ERS3213611,TepeHasanlu_3398_2352,,,,,,,,
ERR3223868,WGS,PRJEB31613,SAMEA5408302,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251331,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus hemionus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408302,ERP114186,TepeHasanlu_3459_2667,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:15:01Z,public,ERS3213612,ERS3213612,TepeHasanlu_3459_2667,,,,,,,,
ERR3223869,WGS,PRJEB31613,SAMEA5408303,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251332,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408303,ERP114186,TepeHasanlu_3461_2930,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213613,ERS3213613,TepeHasanlu_3461_2930,,,,,,,,
ERR3223870,WGS,PRJEB31613,SAMEA5408304,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251333,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408304,ERP114186,TepeHasanlu_368_2896,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213614,ERS3213614,TepeHasanlu_368_2896,50,200290,189250,0,0,,,
ERR3223871,WGS,PRJEB31613,SAMEA5408305,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251334,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus hemionus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408305,ERP114186,TepeMehrAli_Trj12x31_CopperAge,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:14:48Z,public,ERS3213615,ERS3213615,TepeMehrAli_Trj12x31_CopperAge,,,,,,,,
ERR3223872,WGS,PRJEB31613,SAMEA5408306,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251335,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408306,ERP114186,Uppsala_Upps02_1317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213616,ERS3213616,Uppsala_Upps02_1317,63,841727,424755,0,0,,,
ERR3223873,WGS,PRJEB31613,SAMEA5408307,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251336,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408307,ERP114186,UushgiinUvur_Mon37_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213617,ERS3213617,UushgiinUvur_Mon37_3085,63,1508742,757095,1,0,,,
ERR3223874,WGS,PRJEB31613,SAMEA5408308,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251337,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408308,ERP114186,UushgiinUvur_Mon39_3085,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:35Z,public,ERS3213618,ERS3213618,UushgiinUvur_Mon39_3085,66,2162892,961052,2,0,,,
